Date,Open,Adj Close,Volume
2022-09-01,110.72000122070312,109.99024963378906,1881100
2022-09-02,114.83999633789062,108.52704620361328,1606800
2022-09-06,113.3499984741211,108.35377502441406,2111800
2022-09-07,113.41999816894531,111.01063537597656,1828500
2022-09-08,114.94999694824219,112.01177215576172,1519500
2022-09-09,116.72000122070312,111.75186157226562,1615400
2022-09-12,117.66000366210938,112.87813568115234,2017300
2022-09-13,115.0,109.33566284179688,1639900
2022-09-14,113.77999877929688,110.52931213378906,1581600
2022-09-15,114.66000366210938,110.85662078857422,1697800
2022-09-16,115.22000122070312,111.39569091796875,2093900
2022-09-19,115.55999755859375,111.81925201416016,1254700
2022-09-20,115.33000183105469,110.94325256347656,1659900
2022-09-21,115.69999694824219,108.3634033203125,1862800
2022-09-22,111.87999725341797,106.6499252319336,1509000
2022-09-23,110.11000061035156,106.51514434814453,1349000
2022-09-26,110.75,105.08084106445312,1447700
2022-09-27,110.05999755859375,103.74276733398438,1415700
2022-09-28,108.0,104.07969665527344,2372000
2022-09-29,107.55000305175781,103.20368957519531,1422900
2022-09-30,107.29000091552734,102.36620330810547,1797400
2022-10-03,107.4800033569336,105.03270721435547,1858900
2022-10-04,110.62000274658203,107.24675750732422,1684900
2022-10-05,110.7300033569336,108.13237762451172,1189200
2022-10-06,112.13999938964844,106.00496673583984,1135200
2022-10-07,109.4800033569336,104.85942840576172,1742000
2022-10-10,109.33999633789062,103.76202392578125,1061900
2022-10-11,107.27999877929688,101.31694793701172,2590400
2022-10-12,105.0,101.59611511230469,1911200
2022-10-13,104.13999938964844,105.58140563964844,1860200
2022-10-14,110.62999725341797,102.78014373779297,1470700
2022-10-17,108.58000183105469,105.87020111083984,1610800
2022-10-18,111.8499984741211,107.31414794921875,1308300
2022-10-19,110.77999877929688,106.3226089477539,1272600
2022-10-20,110.62000274658203,105.56214141845703,969300
2022-10-21,109.44000244140625,106.88095092773438,1735700
2022-10-24,110.95999908447266,104.70539855957031,2688000
2022-10-25,109.16999816894531,107.0831069946289,2326500
2022-10-26,111.73999786376953,108.0746078491211,1412200
2022-10-27,113.55999755859375,109.65333557128906,2265800
2022-10-28,114.12999725341797,113.47498321533203,2460700
2022-10-31,117.58000183105469,113.83114624023438,2193600
2022-11-01,119.01000213623047,113.7348861694336,2361600
2022-11-02,120.19999694824219,112.9840316772461,2543800
2022-11-03,116.94999694824219,115.03443908691406,2546300
2022-11-04,121.1500015258789,117.2292251586914,2850100
2022-11-07,121.5,117.93196105957031,1912600
2022-11-08,122.6500015258789,117.80681610107422,1885300
2022-11-09,121.94000244140625,117.48915100097656,1450000
2022-11-10,124.9000015258789,119.49142456054688,2710200
2022-11-11,124.77999877929688,118.72132110595703,1870300
2022-11-14,123.4800033569336,118.01859283447266,1677600
2022-11-15,123.37999725341797,118.70205688476562,1139400
2022-11-16,123.37000274658203,119.3277816772461,2256800
2022-11-17,122.8499984741211,118.18224334716797,2132900
2022-11-18,124.2300033569336,119.95348358154297,2985400
2022-11-21,124.73999786376953,119.38552856445312,1621000
2022-11-22,124.44999694824219,120.27115631103516,1507000
2022-11-23,125.5999984741211,121.77974700927734,1881000
2022-11-25,125.86000061035156,122.3599624633789,870600
2022-11-28,126.27999877929688,122.2825927734375,1514900
2022-11-29,126.08000183105469,121.88611602783203,2324000
2022-11-30,126.33000183105469,124.4197769165039,2543200
2022-12-01,129.0,124.93230438232422,1407100
2022-12-02,128.30999755859375,125.40614318847656,1586800
2022-12-05,130.1199951171875,126.59561157226562,2878800
2022-12-06,131.19000244140625,126.31517791748047,1544400
2022-12-07,130.49000549316406,124.04263305664062,2085600
2022-12-08,128.91000366210938,125.570556640625,1500000
2022-12-09,129.83999633789062,123.50108337402344,1833800
2022-12-12,127.72000122070312,125.36746978759766,1361700
2022-12-13,131.77000427246094,125.86065673828125,1821800
2022-12-14,130.5,126.89539337158203,1602600
2022-12-15,130.4600067138672,126.1507797241211,1981600
2022-12-16,130.8300018310547,125.10636901855469,4263500
2022-12-19,129.11000061035156,124.14900970458984,2325600
2022-12-20,128.52000427246094,124.35206604003906,1211900
2022-12-21,128.1300048828125,124.53580474853516,1994800
2022-12-22,128.5,124.57450103759766,1371900
2022-12-23,128.42999267578125,124.6518325805664,700800
2022-12-27,129.3000030517578,125.61890411376953,1300200
2022-12-28,130.19000244140625,125.04835510253906,964800
2022-12-29,129.5500030517578,125.70592498779297,875700
2022-12-30,129.61000061035156,123.85887908935547,1401300
2023-01-03,128.4199981689453,122.77580261230469,2307100
2023-01-04,127.6500015258789,124.4391098022461,1139400
2023-01-05,128.27000427246094,123.49140930175781,1078200
2023-01-06,128.3800048828125,125.99604797363281,1559400
2023-01-09,130.69000244140625,125.48351287841797,1211200
2023-01-10,129.80999755859375,125.13538360595703,1306800
2023-01-11,129.6199951171875,125.41582489013672,1258300
2023-01-12,129.69000244140625,124.64219665527344,1070300
2023-01-13,128.1699981689453,125.92835235595703,1260500
2023-01-17,130.58999633789062,126.03472900390625,1177800
