Date,Open,Adj Close,Volume
2022-09-01,67.54000091552734,63.237266540527344,2427000
2022-09-02,68.0,62.3458137512207,2647900
2022-09-06,67.2699966430664,62.55939483642578,1976400
2022-09-07,67.8499984741211,64.7415771484375,1533100
2022-09-08,69.54000091552734,64.54658508300781,1201500
2022-09-09,69.66000366210938,64.8623046875,1214500
2022-09-12,70.0,65.21517944335938,1723200
2022-09-13,69.70999908447266,63.181549072265625,1268900
2022-09-14,67.87000274658203,63.785133361816406,1492000
2022-09-15,68.36000061035156,61.88151931762695,1822800
2022-09-16,66.56999969482422,62.067230224609375,2777900
2022-09-19,66.63999938964844,62.401519775390625,966600
2022-09-20,66.77999877929688,61.98365783691406,1890600
2022-09-21,67.12999725341797,61.19435501098633,1442600
2022-09-22,65.54000091552734,61.08292770385742,1417500
2022-09-23,65.31999969482422,60.600067138671875,1184300
2022-09-26,65.08000183105469,58.98430633544922,1833800
2022-09-27,64.0,57.34069061279297,2166100
2022-09-28,62.560001373291016,57.95355987548828,2537300
2022-09-29,62.099998474121094,55.464927673339844,1745700
2022-09-30,60.16999816894531,54.081329345703125,3710200
2022-10-03,59.369998931884766,55.57636260986328,2042300
2022-10-04,59.97999954223633,56.254234313964844,1728600
2022-10-05,59.900001525878906,54.35062026977539,2114300
2022-10-06,58.66999816894531,52.54914474487305,3128900
2022-10-07,56.599998474121094,51.34196853637695,2659600
2022-10-10,55.380001068115234,51.481258392333984,2111700
2022-10-11,55.13999938964844,51.462684631347656,1938600
2022-10-12,55.38999938964844,49.54978942871094,1974100
2022-10-13,52.7400016784668,50.626956939697266,2200700
2022-10-14,55.06999969482422,50.20909118652344,2227200
2022-10-17,54.86000061035156,51.40697479248047,1854500
2022-10-18,56.189998626708984,52.52128982543945,1697400
2022-10-19,55.84000015258789,51.65769577026367,1516600
2022-10-20,55.560001373291016,50.116233825683594,2680500
2022-10-21,54.150001525878906,50.54338073730469,2418200
2022-10-24,54.849998474121094,50.71981430053711,4240500
2022-10-25,54.79999923706055,51.769126892089844,2161000
2022-10-26,56.08000183105469,51.90842056274414,3096400
2022-10-27,56.16999816894531,52.55842590332031,3205800
2022-10-28,56.650001525878906,53.7841682434082,2169900
2022-10-31,57.90999984741211,52.976295471191406,3529400
2022-11-01,57.2599983215332,53.21773910522461,2200900
2022-11-02,57.22999954223633,52.96701431274414,3050300
2022-11-03,56.08000183105469,53.26658248901367,2068600
2022-11-04,57.08000183105469,53.388275146484375,2782500
2022-11-07,57.02000045776367,53.00445556640625,1979800
2022-11-08,57.0,53.28529739379883,2132500
2022-11-09,56.79999923706055,52.630001068115234,1712100
2022-11-10,57.75,55.419708251953125,2276200
2022-11-11,58.97999954223633,54.689517974853516,1442000
2022-11-14,58.58000183105469,54.13719177246094,1438500
2022-11-15,58.34000015258789,54.70823287963867,1397700
2022-11-16,58.630001068115234,55.63502502441406,2178100
2022-11-17,58.84000015258789,54.811214447021484,3541300
2022-11-18,59.16999816894531,56.16862487792969,3608100
2022-11-21,60.25,56.27159881591797,3246900
2022-11-22,60.290000915527344,56.374576568603516,2039000
2022-11-23,60.189998626708984,56.945621490478516,1443300
2022-11-25,61.11000061035156,57.34816360473633,658900
2022-11-28,60.869998931884766,56.917537689208984,1788900
2022-11-29,60.5,56.35585403442383,1623400
2022-11-30,60.0,57.17029571533203,3204500
2022-12-01,61.59000015258789,57.48858642578125,2090800
2022-12-02,60.84000015258789,56.655418395996094,1757100
2022-12-05,60.029998779296875,56.103092193603516,1427600
2022-12-06,59.939998626708984,57.1422119140625,1898800
2022-12-07,61.0,57.226470947265625,2501900
2022-12-08,61.0099983215332,58.04091262817383,2217100
2022-12-09,61.70000076293945,58.246864318847656,2243300
2022-12-12,63.099998474121094,59.819583892822266,2248700
2022-12-13,64.70999908447266,60.0629768371582,2482300
2022-12-14,64.33999633789062,59.68851852416992,1998600
2022-12-15,63.4900016784668,59.126834869384766,3223900
2022-12-16,62.47999954223633,57.95665740966797,2894600
2022-12-19,61.88999938964844,57.647727966308594,1562000
2022-12-20,61.5099983215332,57.834957122802734,1260600
2022-12-21,61.93000030517578,58.65876770019531,1131200
2022-12-22,62.41999816894531,58.57451629638672,1288700
2022-12-23,62.33000183105469,59.55746078491211,1269200
2022-12-27,63.720001220703125,60.203399658203125,1240700
2022-12-28,64.44000244140625,59.56682586669922,938400
2022-12-29,63.72999954223633,60.08169937133789,796900
2022-12-30,64.0999984741211,59.28598403930664,913600
2023-01-03,63.5,59.660430908203125,1574400
2023-01-04,64.0999984741211,60.502967834472656,1679400
2023-01-05,64.12000274658203,59.239173889160156,1624400
2023-01-06,63.93000030517578,60.32509994506836,1483500
2023-01-09,64.33000183105469,60.8399772644043,1903300
2023-01-10,64.87000274658203,60.746368408203125,1133600
2023-01-11,64.95999908447266,61.214439392089844,1498800
2023-01-12,65.55999755859375,60.23147964477539,1459800
2023-01-13,63.959999084472656,59.83830642700195,1248500
2023-01-17,63.7400016784668,59.42640686035156,2027800
2023-01-18,63.630001068115234,57.39496994018555,1941400
2023-01-19,61.20000076293945,57.1983757019043,2186600
2023-01-20,61.130001068115234,58.05026626586914,1628800
2023-01-23,61.79999923706055,57.76942825317383,1374300
2023-01-24,61.97999954223633,57.844322204589844,1103300
2023-01-25,61.369998931884766,58.18133544921875,2186200
2023-01-26,61.93000030517578,58.45280838012695,1359000
2023-01-27,62.41999816894531,58.4996223449707,1517400
2023-01-30,62.290000915527344,58.66812515258789,2407000
2023-01-31,62.93000030517578,59.1549186706543,2400900
2023-02-01,62.7400016784668,59.65108108520508,2488600
2023-02-02,63.439998626708984,59.65108108520508,4634000
2023-02-03,63.439998626708984,58.743019104003906,2215500
2023-02-06,62.59000015258789,59.3983154296875,3976600
2023-02-07,63.029998779296875,58.471534729003906,2478300
2023-02-08,62.0099983215332,57.00178909301758,2152700
2023-02-09,60.84000015258789,56.636695861816406,2256600
2023-02-10,60.310001373291016,57.9560661315918,1484400
2023-02-13,61.439998626708984,58.15425491333008,1170900
2023-02-14,61.43000030517578,57.72012710571289,1795700
2023-02-15,60.709999084472656,57.7390022277832,1547200
2023-02-16,60.470001220703125,57.54081344604492,943400
2023-02-17,61.13999938964844,58.48457336425781,1699500
2023-02-21,61.459999084472656,57.72012710571289,1243200
2023-02-22,61.38999938964844,57.38981246948242,1292400
2023-02-23,61.08000183105469,56.851871490478516,1946600
2023-02-24,59.790000915527344,57.02174377441406,1319200
2023-02-27,60.650001525878906,56.34223937988281,1357200
2023-02-28,59.47999954223633,55.65330505371094,2734000
2023-03-01,58.560001373291016,54.53023147583008,2680300
2023-03-02,57.810001373291016,55.57780075073242,1666900
2023-03-03,59.13999938964844,56.47437286376953,1542900
2023-03-06,59.880001068115234,56.51211929321289,1304900
2023-03-07,59.630001068115234,55.61555480957031,1206000
2023-03-08,59.209999084472656,56.39886474609375,1437300
2023-03-09,59.97999954223633,55.80430221557617,2091800
2023-03-10,59.29999923706055,54.813358306884766,1796900
2023-03-13,58.15999984741211,56.19124221801758,2540400
2023-03-14,59.90999984741211,56.738616943359375,1921600
2023-03-15,60.099998474121094,58.19200897216797,2281000
